309248	0
376358	0
443519	0
510495	0
693440	0
780349	0
847353	0
914325	0
981312	0
1048302	0
1186021	0
1253010	0
1319985	0
1386963	0
1453931	0
1520895	0
1587854	0
1654815	0
1721777	0
1788753	0
1925343	0
1992333	0
2059288	0
2126253	0
2193224	0
2260203	0
2327177	0
2394142	0
2461101	0
2528057	0
2662088	0
2729064	0
2796040	0
2863001	0
2929964	0
2996917	0
3063885	0
3130855	0
3197833	0
3264803	0
3398928	0
3465887	0
3532851	0
3599825	0
3666802	0
3733776	0
3800740	0
3867699	0
3934658	0
4001620	0
4136366	0
4203336	0
4270303	0
4337578	0
4404539	0
4471501	0
4538477	0
4605456	0
4672428	0
4739387	0
4893475	0
4953758	0
5014026	0
5074294	0
5134560	0
5194826	0
5255090	0
5315361	0
5377434	0
5437825	0
5558567	0
5618844	0
5679118	0
5739393	0
5799664	0
5859936	0
5920205	0
5980613	0
6040879	0
6101145	0
6222202	0
6282574	0
6342845	0
6403117	0
6463393	0
6523670	0
6583945	0
6644220	0
6704490	0
6764760	0
6885761	0
6946026	0
7006289	0
7066558	0
7126827	0
7187097	0
7247368	0
7307695	0
7367970	0
7428246	0
7549238	0
7609509	0
7669779	0
7730045	0
7790311	0
7850577	0
7910842	0
7971113	0
8031379	0
8091654	0
8212719	0
8272994	0
8333269	0
8393544	0
8453813	0
8514084	0
8574350	0
8634893	0
8695157	0
8792713	0
8913851	0
8986123	0
9040909	0
9095684	0
9150485	0
9205578	0
9260364	0
9315141	0
9369940	0
9424851	0
9534681	0
9589473	0
9644280	0
9699128	0
9753904	0
9808697	0
9863504	0
9918352	0
9973128	0
10027920	0
10137710	0
10192584	0
10247375	0
10302183	0
10356977	0
10411860	0
10466650	0
10521454	0
10576252	0
10631127	0
10740908	0
10795703	0
10850481	0
10905341	0
10960147	0
11014944	0
11069723	0
11124583	0
11179391	0
11234190	0
11343929	0
11399044	0
11453845	0
11508624	0
11563407	0
11618453	0
11673260	0
11728040	0
11782821	0
11838035	0
11948016	0
12002791	0
12057588	0
12112631	0
12167423	0
12222196	0
12276992	0
12332040	0
12386830	0
12441604	0
12551478	0
12606385	0
12661160	0
12715950	0
12785505	0
12840336	0
12895143	0
12949931	0
13004708	0
13059798	0
13169808	0
13224583	0
13279369	0
13334286	0
13389083	0
13443859	0
13498645	0
13553560	0
13608356	0
13663133	0
13773146	0
13828065	0
13882842	0
13937621	0
13992422	0
14047504	0
14102284	0
14157065	0
14211866	0
14266727	0
14376648	0
14431447	0
14486252	0
14541144	0
14595921	0
14650722	0
14705527	0
14760483	0
14815259	0
14870056	0
14979861	0
15034930	0
15089724	0
15144530	0
15199318	0
15254357	0
15281800	0
15336602	0
15391401	0
15446268	0
15556020	0
15610825	0
15665606	0
15720385	0
15775184	0
15829990	0
15884772	0
15939548	0
15994350	0
16049157	0
16168433	0
16223686	0
16278472	0
16333281	0
16388074	0
16442851	0
16497639	0
16552447	0
16607237	0
16662016	0
16790982	0
16845768	0
16914793	0
16965010	0
17015256	0
17065459	0
17115701	0
17180947	0
17204141	0
17227311	0
17273752	0
17296941	0
17320108	0
17343281	0
17366477	0
17389664	0
17412830	0
17436005	0
17459202	0
17482387	0
17528915	0
17552113	0
17575296	0
17598585	0
17621767	0
17644963	0
17668142	0
17691308	0
17714491	0
17737686	0
17784182	0
17807690	0
17830886	0
17854061	0
17877229	0
17900415	0
17923609	0
17946783	0
17969952	0
17993141	0
18039729	0
18062900	0
18086092	0
18109283	0
18132450	0
18155623	0
18178820	0
18202006	0
18225172	0
18248347	0
18294930	0
18318183	0
18341362	0
18364556	0
18387739	0
18410903	0
18434086	0
18457283	0
18480462	0
18503928	0
18550512	0
18573687	0
18596854	0
18620038	0
18643235	0
18666411	0
18689577	0
18712765	0
18735959	0
18759131	0
18805652	0
18828844	0
18852014	0
18875183	0
18898379	0
18921567	0
18944735	0
18967910	0
18991106	0
19014293	0
19060965	0
19084162	0
19107348	0
19130513	0
19153691	0
19176888	0
19200072	0
19223502	0
19246683	0
19269880	0
19316430	0
19339613	0
19362810	0
19385987	0
19409153	0
19432494	0
19455690	0
19478865	0
19502032	0
19525554	0
19572126	0
19595292	0
19618483	0
19641675	0
19664847	0
19688015	0
19711211	0
19734401	0
19757569	0
19780742	0
19827305	0
19850813	0
19873986	0
19897181	0
19920370	0
19943668	0
19966849	0
19990044	0
20013229	0
20036393	0
20083082	0
20106263	0
20129428	0
20152609	0
20175807	0
20198986	0
20222152	0
